TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Potential_Fraud,Cluster
283.45,27.0,127.0,1.0,2049.51,Debit,Colorado Springs,Branch,Engineer,False,0
100.99,68.0,114.0,1.0,8865.27,Debit,New York,ATM,Doctor,False,0
90.88,18.0,176.0,1.0,3908.4700000000003,Debit,Albuquerque,Branch,Student,False,1
655.15,26.0,264.0,1.0,5587.44,Debit,Seattle,ATM,Engineer,False,0
320.55,50.0,118.0,1.0,438.75,Debit,Milwaukee,Online,Engineer,False,0
41.51,28.0,48.0,1.0,609.5999999999999,Debit,Phoenix,Online,Student,False,1
71.53,68.0,39.0,1.0,2393.73,Credit,Jacksonville,Branch,Retired,False,2
467.13,54.0,45.0,1.0,3914.84,Credit,Kansas City,Branch,Retired,False,2
235.4,28.0,70.0,1.0,818.3599999999999,Debit,Detroit,Branch,Student,False,1
159.32,18.0,100.00000000000001,1.0,304.44,Debit,Seattle,Branch,Student,False,1
50.83,30.0,48.0,1.0,9553.42,Credit,Philadelphia,Online,Doctor,False,0
56.89,59.0,56.0,1.0,3034.67,Credit,Houston,Branch,Engineer,False,0
20.22,43.0,138.0,1.0,5515.32,Debit,Jacksonville,ATM,Engineer,False,0
50.4,36.0,84.00000000000001,1.0,1677.01,Debit,San Antonio,Branch,Doctor,False,0
73.88,53.0,131.0,1.0,4055.55,Debit,Los Angeles,Branch,Retired,False,2
119.61,33.0,53.00000000000001,1.0,9899.94,Debit,San Diego,ATM,Doctor,False,0
1241.05,18.0,129.0,1.0,756.74,Debit,Miami,Branch,Student,False,1
116.58,43.0,247.0,1.0,2620.74,Debit,Raleigh,Branch,Engineer,False,0
1919.1100000000001,30.0,161.0,1.0,11090.24,Debit,Portland,ATM,Doctor,False,0
391.96,64.0,79.0,1.0,2174.16,Debit,Nashville,ATM,Retired,False,2
156.26,46.0,160.0,1.0,7854.100000000001,Credit,Virginia Beach,Branch,Engineer,False,0
427.0,49.0,163.0,1.0,8253.65,Credit,Oklahoma City,Branch,Engineer,True,0
443.68,18.0,137.0,1.0,874.1499999999999,Debit,Tucson,ATM,Student,False,1
101.76,31.0,26.0,1.0,6043.25,Debit,Philadelphia,Branch,Doctor,False,0
67.57,37.0,107.0,1.0,2766.12,Debit,Charlotte,Branch,Engineer,False,0
326.29,56.0,179.0,1.0,8171.259999999999,Debit,Denver,Online,Engineer,False,0
158.56,33.0,100.00000000000001,1.0,5401.21,Debit,Sacramento,ATM,Doctor,False,0
56.02,27.0,142.0,1.0,3548.02,Debit,Memphis,Online,Student,False,1
288.28,27.0,36.0,1.0,160.83,Debit,Portland,Online,Student,False,1
245.67,24.0,107.0,1.0,752.2499999999999,Credit,Portland,Branch,Student,False,1
152.18,39.0,176.0,4.0,2459.84,Credit,Los Angeles,Online,Engineer,False,0
114.35,41.0,21.000000000000004,1.0,469.12,Credit,El Paso,Branch,Engineer,False,0
373.27,61.0,79.0,1.0,8441.61,Credit,Miami,Online,Doctor,False,0
504.63000000000005,60.0,168.00000000000003,1.0,3806.16,Debit,Portland,Online,Engineer,False,0
126.22,46.0,77.0,4.0,6133.41,Debit,Atlanta,ATM,Engineer,False,0
820.15,47.0,181.0,1.0,8802.97,Debit,Kansas City,Branch,Doctor,False,0
986.8099999999998,68.0,127.0,1.0,14881.77,Credit,Houston,Online,Doctor,False,0
8.37,63.0,135.0,1.0,1106.34,Debit,Colorado Springs,ATM,Retired,False,2
197.49,53.0,30.0,1.0,5005.33,Credit,Fresno,Online,Retired,True,2
637.97,58.0,90.0,1.0,7949.03,Debit,New York,Branch,Retired,False,2
13.52,26.0,65.0,1.0,259.77,Debit,Seattle,ATM,Student,False,1
432.1,49.0,240.0,1.0,2114.3,Debit,San Francisco,ATM,Engineer,False,0
375.17,51.0,66.0,2.0,5495.3,Debit,Fort Worth,ATM,Engineer,False,0
642.68,50.0,94.0,1.0,8461.46,Debit,Fresno,Branch,Doctor,True,0
78.44,52.0,292.0,1.0,6870.84,Credit,San Jose,Online,Retired,False,2
139.72,49.0,201.0,1.0,5058.83,Debit,Memphis,Branch,Engineer,False,0
499.99,31.0,296.0,1.0,8885.0,Debit,San Jose,Branch,Engineer,False,0
10.07,24.0,49.0,1.0,530.81,Debit,Albuquerque,Online,Student,False,1
120.61999999999999,23.0,85.0,1.0,9379.53,Debit,Raleigh,ATM,Student,False,1
578.49,59.0,180.0,1.0,6475.13,Debit,Nashville,Branch,Retired,False,2
119.3,34.0,22.0,5.0,319.04,Debit,Mesa,Branch,Engineer,False,0
280.92,41.0,168.00000000000003,1.0,5298.85,Debit,Phoenix,Online,Doctor,False,0
42.42,21.0,102.0,1.0,490.57,Debit,Sacramento,Online,Student,False,1
77.03,67.0,259.0,1.0,11310.27,Debit,Fresno,ATM,Doctor,True,0
22.59,62.0,45.0,1.0,3988.75,Debit,Seattle,ATM,Retired,False,2
568.76,51.0,155.0,1.0,7484.319999999999,Debit,Baltimore,ATM,Retired,False,2
25.94,58.0,211.0,5.0,4815.11,Credit,San Jose,Online,Retired,False,2
105.94,51.0,207.0,1.0,5963.1,Debit,Oklahoma City,Branch,Engineer,True,0
733.29,52.0,94.0,5.0,10427.0,Debit,Virginia Beach,ATM,Doctor,False,0
350.15,21.0,195.0,1.0,296.47,Credit,Fresno,ATM,Student,True,1
1151.18,65.0,105.0,1.0,1100.06,Debit,Kansas City,ATM,Doctor,False,0
183.67,19.0,238.0,1.0,910.26,Debit,San Diego,Online,Student,False,1
278.27,29.0,123.0,1.0,6684.34,Debit,Tucson,Branch,Doctor,False,0
470.3,40.0,88.0,1.0,8524.09,Debit,Austin,ATM,Doctor,False,0
261.69,53.0,84.00000000000001,1.0,5126.65,Debit,Philadelphia,ATM,Retired,False,2
365.04,22.0,94.0,1.0,873.8899999999999,Debit,Virginia Beach,Branch,Student,False,1
211.1,57.0,136.0,1.0,7059.77,Debit,Miami,Branch,Retired,False,2
21.49,58.0,240.0,1.0,11991.24,Debit,Denver,ATM,Doctor,False,0
63.58,18.0,199.0,1.0,8086.040000000001,Debit,Columbus,ATM,Student,False,1
321.86,63.0,167.0,1.0,12626.49,Debit,San Antonio,ATM,Doctor,False,0
12.11,75.0,127.0,1.0,1730.28,Debit,Jacksonville,Branch,Retired,False,2
642.54,44.0,28.0,1.0,3143.17,Debit,Milwaukee,Branch,Engineer,False,0
210.45,27.0,146.0,1.0,1242.49,Debit,Las Vegas,ATM,Student,False,1
313.65,55.0,173.0,1.0,1886.36,Credit,Chicago,Branch,Retired,False,2
99.76,26.0,131.0,1.0,416.89,Debit,Sacramento,Branch,Student,False,1
115.32,53.0,113.0,1.0,5929.08,Debit,Denver,Branch,Retired,False,2
33.61,23.0,72.0,1.0,479.08,Debit,Milwaukee,Online,Student,False,1
498.59,33.0,32.0,1.0,5862.99,Credit,Oklahoma City,Online,Doctor,True,0
98.81,27.0,91.0,1.0,797.1,Debit,San Francisco,Branch,Student,False,1
1.8700000000000003,65.0,147.0,1.0,7287.94,Debit,Washington,ATM,Retired,False,2
78.92,59.0,95.0,1.0,5624.86,Credit,Jacksonville,Online,Engineer,False,0
194.29,39.0,10.0,1.0,2988.41,Credit,Seattle,Branch,Engineer,False,0
28.73,53.0,185.0,1.0,2712.96,Debit,Kansas City,ATM,Engineer,False,0
105.53,24.0,88.0,1.0,1433.66,Debit,Colorado Springs,Online,Student,False,1
737.34,30.0,34.0,1.0,7336.56,Debit,Miami,Online,Doctor,False,0
237.86,18.0,210.0,1.0,475.62999999999994,Debit,Philadelphia,ATM,Student,False,1
409.61,65.0,89.0,1.0,11698.15,Debit,Kansas City,Branch,Doctor,False,0
75.53,21.0,157.0,1.0,1034.35,Credit,Fresno,Online,Student,True,1
72.75,64.0,15.0,1.0,12042.79,Debit,Phoenix,ATM,Doctor,False,0
39.11,26.0,143.0,1.0,518.54,Debit,Columbus,Online,Student,False,1
1309.79,23.0,139.0,1.0,1258.93,Debit,San Francisco,ATM,Student,False,1
729.38,68.0,90.0,1.0,9127.65,Debit,Los Angeles,ATM,Doctor,False,0
137.49,34.0,50.00000000000001,1.0,4471.05,Debit,Fort Worth,ATM,Engineer,False,0
504.71,29.0,61.00000000000001,1.0,6214.54,Debit,Detroit,Online,Engineer,False,0
371.47,24.0,58.00000000000001,1.0,1187.04,Credit,Milwaukee,Branch,Student,False,1
430.35,36.0,205.0,1.0,354.9,Debit,Charlotte,Online,Doctor,False,0
230.32,35.0,56.0,1.0,791.46,Debit,Las Vegas,Branch,Engineer,False,0
121.71,52.0,140.0,1.0,5878.89,Debit,Chicago,ATM,Retired,False,2
98.87,20.0,179.0,1.0,533.2,Debit,Detroit,Online,Student,False,1
117.55,24.0,35.0,1.0,897.94,Debit,Fresno,ATM,Student,True,1
244.64,30.0,103.0,1.0,9159.56,Debit,Tucson,Branch,Doctor,False,0
321.93,45.0,12.0,1.0,4392.73,Debit,Nashville,ATM,Engineer,False,0
1092.73,58.0,11.0,1.0,1390.98,Debit,Columbus,Branch,Retired,False,2
283.23,40.0,98.0,1.0,2008.7700000000002,Debit,El Paso,Online,Engineer,False,0
346.65,30.0,60.00000000000001,1.0,6356.96,Debit,Washington,Online,Engineer,False,0
381.62,64.0,164.0,1.0,6009.12,Debit,Las Vegas,Online,Retired,False,2
388.65,76.0,43.0,1.0,7896.850000000001,Debit,Oklahoma City,ATM,Retired,True,2
29.22,24.0,151.0,1.0,1649.43,Debit,San Antonio,ATM,Student,False,1
46.75,67.0,150.0,1.0,2840.43,Debit,Colorado Springs,Branch,Retired,False,2
348.64,57.0,128.0,1.0,3274.96,Debit,San Jose,Online,Retired,False,2
319.17,73.0,81.0,1.0,6501.56,Debit,Tucson,Online,Retired,False,2
73.95,26.0,75.99999999999999,1.0,363.92,Debit,Kansas City,ATM,Student,False,1
389.63,27.0,99.0,1.0,9748.48,Debit,Mesa,Online,Engineer,False,0
217.61,19.0,45.0,1.0,1404.53,Debit,Chicago,ATM,Student,False,1
199.84,21.0,150.0,1.0,706.44,Debit,Dallas,ATM,Student,False,1
56.35,44.0,75.0,1.0,5095.73,Debit,Charlotte,ATM,Doctor,False,0
248.95000000000002,65.0,29.000000000000004,1.0,3059.79,Credit,San Francisco,Branch,Retired,False,2
142.58,33.0,145.0,1.0,7844.23,Debit,San Antonio,ATM,Engineer,False,0
1020.7299999999999,28.0,87.0,1.0,1119.61,Debit,Fort Worth,ATM,Student,False,1
84.34,58.0,247.99999999999997,3.0,5313.97,Debit,Memphis,Online,Retired,False,2
1607.55,31.0,156.0,1.0,6227.99,Debit,Phoenix,ATM,Engineer,False,0
333.78,60.0,98.0,1.0,6810.94,Debit,San Diego,ATM,Retired,False,2
332.59,55.0,143.0,1.0,1457.07,Debit,San Antonio,Online,Retired,False,2
236.81,22.0,15.0,1.0,813.68,Debit,Oklahoma City,Branch,Student,True,1
417.8,27.0,130.0,1.0,1518.82,Credit,Philadelphia,Branch,Student,False,1
319.27,50.0,150.0,1.0,10269.78,Debit,San Antonio,ATM,Doctor,False,0
384.1,42.0,172.0,1.0,672.7899999999998,Debit,Detroit,Branch,Engineer,False,0
820.62,61.0,158.0,1.0,6024.8,Credit,Fresno,Branch,Doctor,True,0
474.77,56.0,50.00000000000001,1.0,2158.59,Credit,Indianapolis,Online,Engineer,False,0
542.72,43.0,91.99999999999999,1.0,6011.8,Credit,Indianapolis,Branch,Doctor,False,0
79.8,73.0,75.99999999999999,1.0,6372.58,Debit,Fort Worth,ATM,Retired,False,2
46.24,57.0,52.00000000000001,1.0,2569.56,Debit,San Diego,Branch,Engineer,False,0
327.8,61.0,53.99999999999999,1.0,10585.48,Debit,San Francisco,ATM,Doctor,False,0
445.79,52.0,161.0,1.0,717.9899999999999,Debit,Las Vegas,ATM,Doctor,False,0
55.89,72.0,150.0,1.0,3689.65,Debit,Fresno,Online,Retired,True,2
158.41,28.0,16.0,1.0,1512.16,Debit,Sacramento,Branch,Student,False,1
101.19,64.0,75.0,1.0,14389.45,Credit,Denver,Online,Doctor,False,0
827.14,36.0,265.0,4.0,9800.21,Debit,El Paso,Branch,Engineer,False,0
61.970000000000006,74.0,95.0,1.0,7014.69,Debit,Phoenix,ATM,Retired,False,2
27.21,79.0,102.0,1.0,3520.61,Debit,San Jose,ATM,Retired,False,2
173.74,80.0,64.0,1.0,4913.42,Debit,Houston,Online,Retired,False,2
176.11,38.0,105.0,1.0,9155.35,Debit,San Jose,Branch,Engineer,False,0
88.4,46.0,174.0,1.0,2567.53,Debit,Fort Worth,Online,Engineer,False,0
567.92,53.0,14.0,1.0,3779.4699999999993,Debit,Columbus,Online,Retired,False,2
138.11,68.0,104.0,1.0,4177.65,Credit,Phoenix,Online,Retired,False,2
456.93,28.0,193.0,1.0,7284.76,Credit,Virginia Beach,Branch,Engineer,False,0
101.42,66.0,146.0,1.0,6530.59,Debit,Atlanta,Online,Retired,False,2
300.61,44.0,51.00000000000001,1.0,7895.540000000001,Debit,El Paso,Online,Doctor,False,0
265.94,54.0,132.0,1.0,6781.3,Debit,Boston,Online,Engineer,False,0
345.54,29.0,50.00000000000001,1.0,2091.78,Debit,San Diego,Online,Engineer,False,0
411.52,41.0,88.0,1.0,11108.39,Debit,Los Angeles,ATM,Doctor,False,0
111.21,35.0,111.0,1.0,9088.36,Debit,Portland,Branch,Doctor,False,0
316.37,53.0,86.0,1.0,4671.69,Debit,Colorado Springs,ATM,Engineer,False,0
260.63,37.0,142.0,1.0,7534.7300000000005,Debit,Fort Worth,Branch,Engineer,False,0
92.36,29.0,144.0,1.0,6353.14,Debit,Dallas,ATM,Engineer,False,0
262.06,63.0,118.0,1.0,13587.52,Debit,Oklahoma City,Branch,Doctor,True,0
64.5,74.0,230.0,1.0,1351.24,Debit,Denver,ATM,Retired,False,2
253.55,28.0,85.0,5.0,2797.26,Debit,Jacksonville,ATM,Engineer,False,0
408.28,21.0,125.0,3.0,1222.77,Credit,Nashville,Branch,Student,False,1
175.94,57.0,89.0,1.0,3728.0400000000004,Debit,Indianapolis,ATM,Retired,False,2
199.47,57.0,142.0,1.0,6067.44,Debit,Detroit,Online,Doctor,False,0
51.07,63.0,133.0,1.0,4292.16,Debit,Dallas,Branch,Retired,False,2
435.86,56.0,134.0,1.0,3801.8200000000006,Debit,Jacksonville,ATM,Retired,False,2
74.73,64.0,162.0,1.0,6353.22,Credit,Jacksonville,Branch,Retired,False,2
182.79,23.0,14.0,1.0,1251.85,Credit,Louisville,Online,Student,False,1
628.36,44.0,107.99999999999999,1.0,11869.71,Debit,Austin,Online,Doctor,False,0
268.39,29.0,177.0,1.0,9409.43,Debit,San Antonio,Online,Doctor,False,0
362.27,80.0,47.0,1.0,6003.59,Debit,Jacksonville,ATM,Retired,False,2
560.15,50.0,91.99999999999999,1.0,817.83,Credit,Memphis,Online,Engineer,False,0
351.99,80.0,45.0,2.0,3663.64,Debit,Chicago,ATM,Retired,False,2
132.36,28.0,160.0,1.0,319.65,Debit,Colorado Springs,Branch,Student,False,1
24.77,40.0,17.0,1.0,478.23,Credit,Nashville,Online,Engineer,False,0
668.67,44.0,143.0,4.0,13446.81,Debit,Detroit,Online,Doctor,False,0
80.24,53.0,58.00000000000001,1.0,8012.810000000001,Credit,New York,Branch,Doctor,False,0
8.65,68.0,198.0,1.0,4201.22,Debit,Mesa,ATM,Retired,False,2
178.91,18.0,18.999999999999996,1.0,8870.89,Debit,Omaha,ATM,Student,False,1
115.22,27.0,107.99999999999999,1.0,906.1999999999999,Debit,San Francisco,Branch,Engineer,False,0
161.63,46.0,276.0,1.0,9286.37,Debit,San Jose,Online,Doctor,False,0
542.75,70.0,63.0,1.0,2224.08,Credit,Nashville,Branch,Retired,False,2
317.47,67.0,16.0,1.0,14639.28,Credit,Sacramento,Online,Doctor,False,0
280.99,45.0,29.000000000000004,1.0,9733.59,Debit,Houston,Branch,Engineer,False,0
24.19,29.0,28.0,1.0,2756.2,Debit,San Diego,ATM,Engineer,False,0
586.85,36.0,86.0,1.0,6655.15,Debit,Mesa,ATM,Doctor,False,0
372.41,55.0,143.0,1.0,3233.87,Debit,San Diego,ATM,Retired,False,2
63.17,20.0,148.0,1.0,1676.57,Debit,Fresno,ATM,Student,True,1
383.69,54.0,285.0,1.0,8371.11,Debit,Colorado Springs,Online,Engineer,False,0
247.16999999999996,65.0,149.0,1.0,2611.64,Credit,Chicago,Branch,Retired,False,2
48.78,18.0,136.0,1.0,552.06,Credit,Kansas City,Branch,Student,False,1
4.15,60.0,119.0,1.0,6017.36,Credit,Omaha,Branch,Retired,False,2
60.989999999999995,34.0,58.00000000000001,1.0,7281.46,Debit,Oklahoma City,Branch,Engineer,True,0
408.19,26.0,241.0,1.0,6847.47,Debit,Mesa,Branch,Engineer,False,0
524.6,58.0,75.99999999999999,1.0,13017.7,Debit,El Paso,Branch,Doctor,False,0
108.96,26.0,247.0,1.0,7597.660000000001,Debit,Milwaukee,ATM,Student,False,1
70.03,63.0,49.0,1.0,7330.31,Debit,Nashville,Branch,Retired,False,2
124.84,52.0,79.0,1.0,6711.78,Debit,Louisville,Online,Retired,False,2
324.04,54.0,30.0,1.0,2248.06,Debit,Virginia Beach,ATM,Retired,False,2
39.69,70.0,163.0,1.0,3524.68,Debit,Austin,Online,Retired,False,2
157.7,58.0,45.99999999999999,1.0,8332.58,Credit,Omaha,Branch,Engineer,False,0
81.27,22.0,68.00000000000001,1.0,1814.48,Credit,Seattle,Online,Student,False,1
193.82,37.0,176.0,1.0,3886.7699999999995,Debit,Kansas City,Branch,Engineer,False,0
16.73,79.0,165.0,1.0,7591.129999999999,Debit,Omaha,Online,Retired,False,2
474.05,57.0,214.0,1.0,1484.31,Debit,San Jose,ATM,Retired,False,2
39.21,66.0,245.0,4.0,9385.57,Debit,Miami,ATM,Doctor,False,0
637.75,79.0,151.99999999999997,1.0,4202.92,Debit,Dallas,Branch,Retired,False,2
153.59,66.0,174.0,1.0,4813.12,Credit,Portland,Branch,Retired,False,2
186.6,18.0,139.0,1.0,9716.68,Debit,Tucson,Branch,Student,False,1
644.08,24.0,55.0,1.0,1980.62,Debit,Atlanta,Online,Student,False,1
226.66,41.0,168.00000000000003,1.0,10216.25,Debit,Austin,Branch,Doctor,False,0
305.0,22.0,222.0,1.0,944.83,Debit,Phoenix,ATM,Student,False,1
233.1,42.0,37.0,1.0,7469.2,Credit,Nashville,Branch,Doctor,False,0
793.13,68.0,75.99999999999999,1.0,13389.16,Debit,Memphis,Online,Doctor,False,0
224.19,52.0,93.0,1.0,8475.47,Debit,Houston,ATM,Doctor,False,0
214.83,23.0,63.0,1.0,991.6899999999999,Credit,Tucson,ATM,Student,False,1
163.46,63.0,111.0,1.0,6953.8,Credit,Baltimore,Branch,Retired,False,2
194.99,34.0,91.0,1.0,1370.03,Debit,Jacksonville,Branch,Engineer,False,0
23.4,46.0,175.0,4.0,14851.28,Debit,El Paso,ATM,Doctor,False,0
227.5,34.0,277.0,1.0,11505.35,Debit,Sacramento,Online,Doctor,False,0
259.9,26.0,100.00000000000001,1.0,914.2799999999999,Debit,Oklahoma City,Online,Student,True,1
59.51,36.0,55.0,1.0,9955.88,Credit,Dallas,Online,Doctor,False,0
50.63,64.0,143.0,1.0,4732.81,Debit,Columbus,Online,Retired,False,2
1074.95,20.0,91.0,1.0,530.86,Debit,Jacksonville,Branch,Student,False,1
112.94,73.0,30.999999999999996,1.0,3807.8399999999997,Credit,San Antonio,Online,Retired,False,2
11.81,21.0,131.0,1.0,320.25,Debit,Phoenix,ATM,Student,False,1
329.14,55.0,14.0,1.0,12033.92,Debit,Sacramento,Branch,Doctor,False,0
154.24,61.0,82.0,1.0,6109.55,Debit,Mesa,ATM,Retired,False,2
233.44,20.0,297.0,1.0,1691.88,Debit,Chicago,Online,Student,False,1
141.8,18.0,116.00000000000001,1.0,1697.67,Debit,Chicago,ATM,Student,False,1
209.03,55.0,126.0,1.0,8359.5,Debit,Detroit,Branch,Engineer,False,0
1137.63,26.0,144.0,1.0,1629.12,Debit,Baltimore,ATM,Student,False,1
261.14,42.0,162.0,1.0,6100.08,Debit,San Antonio,ATM,Engineer,False,0
101.81,45.0,105.0,1.0,13872.03,Debit,Fort Worth,ATM,Doctor,False,0
98.71,32.0,117.0,1.0,10095.23,Debit,Fort Worth,ATM,Doctor,False,0
87.38,21.0,252.0,1.0,1504.99,Debit,Atlanta,Branch,Student,False,1
83.39,32.0,158.0,1.0,13182.11,Debit,Omaha,Branch,Doctor,False,0
267.55,46.0,40.0,1.0,4330.04,Debit,Charlotte,Online,Engineer,False,0
870.05,29.0,39.0,1.0,905.2499999999999,Debit,El Paso,ATM,Doctor,False,0
154.32,38.0,269.0,1.0,6972.5,Credit,Tucson,ATM,Engineer,False,0
164.51,78.0,110.0,1.0,3553.69,Debit,Louisville,Branch,Retired,False,2
758.12,69.0,90.0,1.0,6164.65,Debit,San Francisco,ATM,Retired,False,2
103.76,28.0,188.0,1.0,9626.14,Debit,Kansas City,Online,Engineer,False,0
583.92,55.0,139.0,1.0,6364.14,Debit,Kansas City,Online,Engineer,False,0
204.06,77.0,159.0,1.0,4351.83,Debit,Washington,Online,Retired,False,2
53.51,56.0,165.0,1.0,5773.5,Debit,New York,Online,Retired,False,2
1108.46,30.0,262.0,1.0,9257.04,Debit,Los Angeles,Branch,Engineer,False,0
52.95,68.0,14.0,1.0,6335.58,Credit,Charlotte,Online,Retired,False,2
120.17,49.0,105.0,1.0,5403.79,Debit,Portland,ATM,Doctor,False,0
220.8,31.0,28.0,1.0,8135.31,Debit,Indianapolis,Online,Engineer,False,0
119.01,45.0,87.0,1.0,9798.26,Debit,Philadelphia,ATM,Doctor,False,0
183.32,21.0,74.0,1.0,137.42,Debit,Raleigh,ATM,Student,False,1
858.88,60.0,227.0,1.0,7015.46,Debit,Jacksonville,Online,Engineer,False,0
11.46,41.0,128.0,1.0,2356.71,Credit,San Francisco,Online,Engineer,False,0
61.37,75.0,164.0,1.0,4294.44,Debit,Columbus,Branch,Retired,False,2
103.08,49.0,150.0,1.0,9251.38,Credit,Milwaukee,Branch,Engineer,False,0
1.2100000000000002,55.0,196.0,1.0,7542.739999999999,Debit,Atlanta,Branch,Retired,False,2
425.18,26.0,172.0,1.0,9880.71,Credit,Colorado Springs,Online,Engineer,False,0
60.96,52.0,238.0,1.0,6189.24,Debit,Colorado Springs,ATM,Retired,False,2
64.21,51.0,37.0,1.0,12540.18,Debit,Omaha,ATM,Doctor,False,0
523.02,53.0,83.0,1.0,4586.11,Debit,Jacksonville,Online,Retired,False,2
50.26,65.0,164.0,1.0,1519.38,Debit,Las Vegas,Branch,Retired,False,2
110.08,19.0,95.0,1.0,1447.26,Debit,Detroit,Branch,Student,False,1
54.47,23.0,34.0,1.0,1131.42,Credit,Philadelphia,Branch,Student,False,1
79.76,68.0,115.0,1.0,10278.75,Debit,Kansas City,Online,Doctor,False,0
16.79,30.0,146.0,1.0,535.15,Credit,Detroit,Online,Doctor,False,0
1531.31,18.0,61.99999999999999,4.0,859.8599999999999,Debit,San Diego,Online,Student,False,1
68.62,29.0,157.0,1.0,13891.47,Debit,Omaha,Branch,Doctor,False,0
157.16,20.0,280.0,1.0,1545.77,Debit,New York,Branch,Student,False,1
643.38,18.0,105.0,1.0,1046.74,Credit,Detroit,Online,Student,False,1
328.34,42.0,30.999999999999996,1.0,2840.45,Credit,San Diego,Online,Engineer,False,0
72.68,69.0,44.0,1.0,6216.77,Debit,Seattle,Online,Retired,False,2
354.76,51.0,279.0,1.0,10141.92,Debit,Detroit,Branch,Doctor,False,0
793.88,22.0,252.0,1.0,1404.06,Credit,Los Angeles,ATM,Student,False,1
29.22,27.0,69.00000000000001,1.0,7795.79,Debit,Detroit,ATM,Engineer,False,0
653.97,37.0,100.00000000000001,1.0,3886.65,Debit,Miami,Online,Engineer,False,0
366.43,21.0,91.99999999999999,1.0,1560.45,Credit,Portland,Online,Student,False,1
120.86,33.0,162.0,4.0,13566.58,Debit,Colorado Springs,Online,Doctor,False,0
233.74,72.0,142.0,1.0,4749.54,Debit,Boston,Online,Retired,False,2
471.84,18.0,138.0,1.0,1044.33,Debit,Raleigh,ATM,Student,False,1
213.4,73.0,100.00000000000001,1.0,2012.24,Credit,Fort Worth,Branch,Retired,False,2
254.20999999999998,48.0,45.99999999999999,1.0,2487.2,Debit,Phoenix,ATM,Engineer,False,0
577.73,37.0,63.0,1.0,14977.99,Debit,San Jose,ATM,Doctor,False,0
170.26,27.0,265.0,1.0,1969.48,Debit,Chicago,ATM,Student,False,1
337.73,78.0,107.0,4.0,7001.2,Debit,San Antonio,Online,Retired,False,2
330.61,64.0,113.0,1.0,2525.25,Credit,Nashville,Branch,Retired,False,2
132.33,35.0,47.0,1.0,7457.94,Credit,Phoenix,ATM,Engineer,False,0
672.74,46.0,118.0,1.0,5386.52,Credit,Colorado Springs,Branch,Engineer,False,0
74.04,18.0,66.0,1.0,1690.23,Debit,Memphis,Online,Student,False,1
197.18,28.0,135.0,1.0,3114.92,Debit,Tucson,Online,Engineer,False,0
21.15,70.0,180.0,1.0,3466.74,Debit,Columbus,Branch,Retired,False,2
218.37,62.0,105.0,1.0,9942.24,Debit,Houston,ATM,Doctor,False,0
590.01,29.0,140.0,3.0,9791.74,Debit,San Jose,Online,Doctor,False,0
697.82,44.0,153.0,1.0,6824.0,Debit,New York,Online,Engineer,False,0
302.76,38.0,88.0,3.0,8583.39,Debit,Sacramento,ATM,Engineer,False,0
148.0,20.0,35.0,1.0,1488.65,Debit,Tucson,Branch,Student,False,1
22.26,19.0,56.0,1.0,5583.88,Debit,San Antonio,Branch,Student,False,1
0.86,25.0,139.0,1.0,1357.22,Debit,Colorado Springs,ATM,Student,False,1
757.1,65.0,203.0,1.0,10553.23,Debit,Atlanta,Branch,Doctor,False,0
38.81,25.0,145.0,1.0,1619.6,Credit,Virginia Beach,Online,Student,False,1
76.51,49.0,120.0,4.0,9475.4,Credit,Mesa,Online,Engineer,False,0
32.46,31.0,10.0,1.0,8656.18,Debit,Charlotte,Online,Doctor,False,0
1022.7499999999999,62.0,158.0,1.0,207.74,Credit,San Jose,Branch,Doctor,False,0
20.64,22.0,59.00000000000001,1.0,949.38,Debit,Charlotte,Branch,Student,False,1
662.11,23.0,219.0,1.0,1996.38,Debit,Atlanta,Branch,Student,False,1
288.77,55.0,110.0,1.0,8836.51,Debit,Los Angeles,ATM,Engineer,False,0
35.05,30.0,105.0,1.0,14330.47,Debit,Boston,Branch,Doctor,False,0
214.73,46.0,26.0,1.0,5368.42,Credit,Los Angeles,ATM,Doctor,False,0
25.38,57.0,66.0,1.0,8616.05,Debit,Louisville,Branch,Engineer,False,0
617.66,41.0,40.0,1.0,5906.58,Debit,Memphis,ATM,Engineer,False,0
446.39,63.0,77.0,1.0,7863.6,Debit,Houston,ATM,Retired,False,2
377.92,33.0,204.0,1.0,2254.71,Debit,Raleigh,Branch,Engineer,False,0
11.04,30.0,43.0,1.0,6983.04,Debit,Phoenix,Online,Engineer,False,0
275.46,36.0,67.0,1.0,9697.75,Debit,Fort Worth,ATM,Doctor,False,0
179.76,78.0,81.0,1.0,5909.52,Debit,Philadelphia,Online,Retired,False,2
32.34,44.0,45.0,1.0,7847.619999999999,Debit,Kansas City,Branch,Doctor,False,0
273.92,79.0,109.0,1.0,4543.56,Debit,Portland,Branch,Retired,False,2
375.45,19.0,32.0,1.0,1307.23,Debit,Fort Worth,Branch,Student,False,1
388.98,23.0,155.0,1.0,1819.91,Debit,Fresno,ATM,Student,True,1
492.84,25.0,37.99999999999999,1.0,577.67,Debit,Indianapolis,ATM,Student,False,1
148.85,57.0,25.000000000000004,1.0,7802.360000000001,Debit,Mesa,ATM,Doctor,False,0
